Tstat,Fold Change Astro and MG
-4.08301133423349,1.1209586538005762
-5.512794923217159,1.1209586538005762
-5.25966521282677,1.1209586538005762
-5.716929272607858,1.1209586538005762
-5.638675828091256,1.1209586538005762
-5.78200672610446,1.1209586538005762
3.242149578268496,1.1209586538005762
-4.389251856915852,1.1209586538005762
-3.717393087240227,1.1209586538005762
4.547769902000224,1.1209586538005762
4.988854559610488,1.1209586538005762
-5.024739004165972,1.1209586538005762
5.441440623401959,1.1209586538005762
4.528906800833124,1.1209586538005762
3.0683360954279104,1.1209586538005762
-3.1362085871810823,5.353505180103742
-4.490972160736353,5.353505180103742
-4.002799663541873,5.353505180103742
-8.386005371142678,5.353505180103742
-7.818032132960032,5.353505180103742
-7.690943020092849,5.353505180103742
-8.04398251108637,5.353505180103742
-9.019153309576296,5.353505180103742
8.578265978885907,5.353505180103742
9.144896013504717,5.353505180103742
8.166343346193905,5.353505180103742
-7.573018237373968,1.5334302761252543
2.125118498209209,1.5334302761252543
-7.132002744037678,1.5334302761252543
3.664604623236952,1.5334302761252543
4.236654367834169,1.5334302761252543
-2.5069643621919133,1.5334302761252543
-5.194567684613269,1.5334302761252543
-6.255324424959641,1.5334302761252543
-5.261107674595888,1.5334302761252543
-7.304782591668769,1.5334302761252543
-7.341424388525035,1.5334302761252543
-6.331767260070393,1.5334302761252543
-6.732959157625993,1.5334302761252543
-6.320534103717962,1.5334302761252543
-3.609867136964153,1.5334302761252543
2.290240232413339,1.5334302761252543
-4.096713802367568,1.5334302761252543
-3.999925809347198,1.5334302761252543
4.820246965986744,1.5334302761252543
13.052244276775092,4.785685344200426
12.776616013689376,4.785685344200426
12.506899810852222,4.785685344200426
11.87183343658683,4.785685344200426
7.764216277601362,4.785685344200426
5.528284447680389,4.785685344200426
7.229143955570937,4.785685344200426
-7.74286526703363,4.785685344200426
-7.976396078748124,4.785685344200426
10.673237325746667,4.785685344200426
12.694509156349826,4.785685344200426
9.628632319042495,4.785685344200426
-2.8382114115180244,1.3535841996627769
-2.770867865772184,1.3535841996627769
-3.973204980173598,1.3535841996627769
-2.5754289883450965,1.3535841996627769
-5.276102313645352,1.3535841996627769
-4.436631868457593,1.3535841996627769
-2.772286259252396,1.3535841996627769
3.409450027443236,1.3535841996627769
4.932496001219481,1.3535841996627769
6.828520608157234,1.3535841996627769
6.94570041625625,1.3535841996627769
6.385410163804135,1.3535841996627769
6.316787808630693,1.3535841996627769
5.764979598404586,1.3535841996627769
8.849572743871567,1.9899616087876821
10.422892416442863,1.9899616087876821
12.36604103859001,1.9899616087876821
13.417616147801384,1.9899616087876821
14.988103984343937,1.9899616087876821
14.175811478479186,1.9899616087876821
14.97162201685396,1.9899616087876821
15.485878120389776,1.9899616087876821
13.433757944539517,1.9899616087876821
7.760882836686885,1.9899616087876821
15.084529687272363,1.9899616087876821
10.424681988677088,1.9899616087876821
-7.738574897908433,1.9899616087876821
7.235787252625657,1.9899616087876821
5.776624088351623,1.9899616087876821
12.80355295929726,1.9899616087876821
13.591127479200628,1.9899616087876821
11.903408357194843,1.9899616087876821
11.708827345550407,1.9899616087876821
14.399008830950434,1.9899616087876821
13.521037816167494,1.9899616087876821
13.711908317156634,1.9899616087876821
12.797352609974846,1.9899616087876821
12.026925367567843,1.9899616087876821
12.658382325370903,1.9899616087876821
-2.637934004150684,0.9484610506085842
-5.117069298635587,0.9484610506085842
12.08055764545163,0.9484610506085842
9.025444521950083,0.9484610506085842
4.777924515463512,0.9484610506085842
8.853599221279083,0.9484610506085842
12.797352609974846,0.9484610506085842
10.314975049151723,0.9484610506085842
4.5552090095087605,0.9484610506085842
12.065175956454784,0.9484610506085842
3.709698191434848,3.7269159702612744
4.501406111419248,3.7269159702612744
3.40246688480314,3.7269159702612744
3.379307144089586,3.7269159702612744
4.288088141358455,3.7269159702612744
3.3187433855473154,3.7269159702612744
3.187060274787515,3.7269159702612744
4.1635076690206585,3.7269159702612744
3.626436036555354,3.7269159702612744
5.87171878614071,3.7269159702612744
3.5925960726145845,3.7269159702612744
5.232165859831295,3.7269159702612744
3.9622173912567056,3.7269159702612744
6.018099752571411,3.7269159702612744
3.606972281842115,3.7269159702612744
-7.916096256971402,3.7269159702612744
-8.248004776169749,3.7269159702612744
-5.418612468017776,3.7269159702612744
-10.444418828227928,3.7269159702612744
-4.235720464929739,46.92604499999999
-2.6741140074578693,46.92604499999999
-3.85953458492388,46.92604499999999
-5.00638612427541,46.92604499999999
-5.533301040254341,46.92604499999999
-2.2591233623261253,46.92604499999999
-4.122267520367839,46.92604499999999
-3.717393087240227,46.92604499999999
-2.597567057547798,46.92604499999999
-5.168232814600862,46.92604499999999
-3.839387966447362,46.92604499999999
-2.6698811174645227,1.3574472720353212
-2.3396220641966123,1.3574472720353212
-3.111623047071878,1.3574472720353212
-2.5793796277604923,1.3574472720353212
-3.6274883191893768,1.3574472720353212
-3.681652147592653,1.3574472720353212
-3.153807369418744,1.3574472720353212
-2.9310800994919584,1.3574472720353212
-2.4638373106682576,1.3574472720353212
-4.514339413281763,1.3574472720353212
4.012410533980713,1.3574472720353212
-4.807862600068474,1.3574472720353212
2.7667982979283434,1.3574472720353212
2.5636275065098544,1.3574472720353212
-4.045764476586686,1.3574472720353212
-4.355550526215484,1.3574472720353212
-4.815101682276032,1.3574472720353212
-4.997920681288121,1.3574472720353212
-6.850023217250773,0.554349744142441
-7.430240309110202,0.554349744142441
-3.571537014096012,0.554349744142441
-7.34632028876113,0.554349744142441
-3.919622766058832,0.554349744142441
-3.541336894072262,0.554349744142441
-8.128072306367304,0.554349744142441
-4.669066313283344,0.554349744142441
-5.21460737548942,0.554349744142441
-3.046210261279383,0.554349744142441
-3.838489959259022,0.554349744142441
-3.380060894485404,0.554349744142441
-4.487635860116507,0.554349744142441
-2.01069529154942,0.554349744142441
-2.146726017751649,0.554349744142441
-7.130194636054813,0.554349744142441
-5.698139501737966,0.554349744142441
-2.516100732610117,4.388418065147387
-2.9851828065047514,4.388418065147387
